plate,well,compound,dose,score
32,compound-001_32_R46,gabapentin-enacarbil,1.0,0.7689718008041382
32,compound-001_32_S02,CRISPR_control,,1.177925705909729
32,compound-001_32_S03,GSK-1070916,2.5,0.7493599057197571
32,compound-001_32_S05,CRISPR_control,,0.5325225591659546
32,compound-001_32_S06,sulmetozine,1.0,0.7698509097099304
32,compound-001_32_S07,Rosuvastatin,0.25,0.7948629260063171
32,compound-001_32_S08,CRISPR_control,,0.2943684160709381
32,compound-001_32_S10,cyamemazine,0.1,0.8992733955383301
32,compound-001_32_S12,Pramipexole,0.1,0.710901141166687
32,compound-001_32_S15,EMPTY_control,,0.9090073108673096
32,compound-001_32_S18,5-Aminolevulinic acid,1.0,0.559356689453125
32,compound-001_32_S19,physostigmine,0.25,0.7431458830833435
32,compound-001_32_S21,5-hydroxytryptophan (5-HTP),0.25,0.5060994625091553
32,compound-001_32_S22,CRISPR_control,,0.408383846282959
32,compound-001_32_S27,CRISPR_control,,0.9057568311691284
32,compound-001_32_S28,ethacizin,0.01,0.5463653206825256
32,compound-001_32_S29,CRISPR_control,,0.831210732460022
32,compound-001_32_S31,polidocanol,0.0025,0.3913057744503021
32,compound-001_32_S32,Flavopiridol,2.5,3.0551397800445557
32,compound-001_32_S34,CRISPR_control,,0.7860570549964905
32,compound-001_32_S37,Tolterodine,0.01,0.5292267203330994
32,compound-001_32_S38,Minaprine,10.0,0.48272839188575745
32,compound-001_32_S39,gabapentin-enacarbil,0.1,1.5029842853546143
32,compound-001_32_S40,iopodic-acid,2.5,0.7950290441513062
32,compound-001_32_S45,CRISPR_control,,0.6778318881988525
32,compound-001_32_S47,iopodic-acid,0.0025,0.6946833729743958
32,compound-001_32_T02,Daunorubicin,0.0025,0.43369993567466736
32,compound-001_32_T03,Camostat,1.0,0.80377596616745
32,compound-001_32_T07,EMPTY_control,,0.7192724943161011
32,compound-001_32_T10,indoramin,0.025,0.788277804851532
32,compound-001_32_T11,GSK-1070916,0.0025,0.7005888223648071
32,compound-001_32_T12,MLN9708,2.5,3.803868055343628
32,compound-001_32_T13,retinaldehyde,0.01,0.434155136346817
32,compound-001_32_T14,Quinine,1.0,0.43254077434539795
32,compound-001_32_T15,LY2835219,2.5,1.1122937202453613
32,compound-001_32_T16,EMPTY_control,,0.904788613319397
32,compound-001_32_T17,CRISPR_control,,0.4491647183895111
32,compound-001_32_T18,Minaprine,2.5,0.6069624423980713
32,compound-001_32_T19,CRISPR_control,,0.8913295865058899
32,compound-001_32_T20,CRISPR_control,,0.8053310513496399
32,compound-001_32_T23,CRISPR_control,,0.3649149239063263
32,compound-001_32_T26,ethacizin,1.0,0.41709327697753906
32,compound-001_32_T28,EMPTY_control,,0.7209061980247498
32,compound-001_32_T30,oxyphenonium,10.0,1.1145106554031372
32,compound-001_32_T32,paricalcitol,0.25,1.239125370979309
32,compound-001_32_T33,BIRB 796,0.25,0.7710992097854614
32,compound-001_32_T34,EMPTY_control,,0.6893308758735657
32,compound-001_32_T36,fomocaine,0.025,0.5723466873168945
32,compound-001_32_T39,pipecuronium,2.5,0.31298521161079407
32,compound-001_32_T40,5-hydroxytryptophan (5-HTP),2.5,0.4877832233905792
32,compound-001_32_T42,PSI-7976,1.0,0.6506734490394592
32,compound-001_32_T44,CRISPR_control,,0.4301314055919647
32,compound-001_32_T45,CRISPR_control,,0.6045491099357605
32,compound-001_32_T46,fenoverine,0.0025,1.2020580768585205
32,compound-001_32_T47,EMPTY_control,,0.7856237292289734
32,compound-001_32_U02,Thiazovivin,2.5,0.9714210629463196
32,compound-001_32_U03,piperidolate,1.0,0.7096513509750366
32,compound-001_32_U06,physostigmine,1.0,0.5420103073120117
32,compound-001_32_U07,fomocaine,10.0,1.4347825050354004
32,compound-001_32_U08,noretynodrel,2.5,0.7763727307319641
32,compound-001_32_U10,Minaprine,0.0025,0.45495766401290894
32,compound-001_32_U16,moracizine,0.25,0.5782498717308044
32,compound-001_32_U18,sulbactam-pivoxil,2.5,0.8143993616104126
32,compound-001_32_U21,INK 128,0.01,0.35899031162261963
32,compound-001_32_U22,Minaprine,0.25,1.4740538597106934
32,compound-001_32_U23,Cyclophosphamide,0.1,0.6281308531761169
32,compound-001_32_U24,oxyphenonium,0.0025,0.973212480545044
32,compound-001_32_U25,dosulepin,0.01,0.4369823634624481
32,compound-001_32_U27,CRISPR_control,,1.0262681245803833
32,compound-001_32_U29,EMPTY_control,,0.4083951413631439
32,compound-001_32_U30,EMPTY_control,,0.7820471525192261
32,compound-001_32_U31,CRISPR_control,,2.3778345584869385
32,compound-001_32_U32,PSI-7976,2.5,0.5225750803947449
32,compound-001_32_U33,Dronedarone,0.1,0.5364814400672913
32,compound-001_32_U36,fomocaine,0.1,0.50413578748703
32,compound-001_32_U37,cyamemazine,2.5,0.5051961541175842
32,compound-001_32_U38,Ciclopirox,1.0,0.7779379487037659
32,compound-001_32_U40,polidocanol,0.025,0.8136680722236633
32,compound-001_32_U41,CRISPR_control,,0.7910612225532532
32,compound-001_32_U42,Amfebutamone,2.5,0.7042256593704224
32,compound-001_32_U43,phenprobamate,2.5,0.5981603264808655
32,compound-001_32_U46,sulmetozine,0.0025,0.4133276045322418
32,compound-001_32_V02,dosulepin,1.0,0.5963267087936401
32,compound-001_32_V03,Sulindac,1.0,0.4367105960845947
32,compound-001_32_V05,Amfebutamone,0.025,0.6011626124382019
32,compound-001_32_V06,physostigmine,2.5,0.8694601655006409
32,compound-001_32_V10,sulmetozine,0.1,0.6323814392089844
32,compound-001_32_V11,Golvatinib,0.25,0.5041957497596741
32,compound-001_32_V12,piperidolate,0.0025,0.4769037961959839
32,compound-001_32_V14,CRISPR_control,,0.5244665145874023
32,compound-001_32_V16,CRISPR_control,,0.4375673532485962
32,compound-001_32_V17,Linagliptin,0.025,0.5129834413528442
32,compound-001_32_V18,Pioglitazone,0.01,0.9493964910507202
32,compound-001_32_V20,BMS-927711,1.0,0.44552886486053467
32,compound-001_32_V24,Rebamipide,1.0,0.4765702784061432
32,compound-001_32_V26,Amfebutamone,0.0025,0.5064202547073364
32,compound-001_32_V29,terguride,0.25,0.6812536716461182
32,compound-001_32_V31,Pioglitazone,0.25,0.4741297960281372
32,compound-001_32_V35,EMPTY_control,,0.85710209608078
32,compound-001_32_V36,fomocaine,1.0,0.6103832125663757
32,compound-001_32_V39,EMPTY_control,,1.0011324882507324
32,compound-001_32_V40,fenoverine,0.25,0.6153877377510071
32,compound-001_32_V41,Camostat,0.025,0.545853316783905
32,compound-001_32_V42,Camostat,0.1,0.41035905480384827
32,compound-001_32_V44,5-Aminolevulinic acid,0.0025,0.8762991428375244
32,compound-001_32_V45,retinaldehyde,0.0025,0.4558032155036926
32,compound-001_32_V47,Tolvaptan,0.0025,0.7817603945732117
32,compound-001_32_W03,cabergoline,0.025,0.4730885922908783
32,compound-001_32_W04,iopodic-acid,0.01,0.47430911660194397
32,compound-001_32_W06,EMPTY_control,,0.7168192267417908
32,compound-001_32_W10,EMPTY_control,,0.8738830089569092
32,compound-001_32_W11,CRISPR_control,,0.41991543769836426
32,compound-001_32_W12,gabapentin-enacarbil,0.0025,0.5994187593460083
32,compound-001_32_W14,sulbactam-pivoxil,0.025,1.0880721807479858
32,compound-001_32_W16,paricalcitol,0.025,0.40425875782966614
32,compound-001_32_W17,Esomeprazole,0.25,0.36092284321784973
32,compound-001_32_W18,indoramin,10.0,0.5127344727516174
32,compound-001_32_W19,Linagliptin,0.01,0.4440908133983612
32,compound-001_32_W21,lovastatin,0.25,0.5144244432449341
32,compound-001_32_W22,Camostat,2.5,0.5909623503684998
32,compound-001_32_W24,Cyclophosphamide,1.0,0.4821590185165405
32,compound-001_32_W25,AMG-900,0.025,1.0483815670013428
32,compound-001_32_W28,polidocanol,0.1,0.5414361357688904
32,compound-001_32_W30,CRISPR_control,,0.49725577235221863
32,compound-001_32_W32,Conivaptan,0.025,0.37488505244255066
32,compound-001_32_W34,CRISPR_control,,0.8348072171211243
32,compound-001_32_W38,Daunorubicin,0.1,0.6269367933273315
32,compound-001_32_W39,sulmetozine,0.025,0.9525754451751709
32,compound-001_32_W42,Duloxetine,0.0025,0.4813426434993744
32,compound-001_32_W43,cyamemazine,10.0,0.8755635023117065
32,compound-001_32_W46,physostigmine,0.0025,0.8860430717468262
32,compound-001_32_X05,CRISPR_control,,0.6449307203292847
32,compound-001_32_X07,Tolvaptan,0.025,0.39147838950157166
32,compound-001_32_X08,Quinine,0.025,0.4992164373397827
32,compound-001_32_X09,PD0325901,2.5,1.2751623392105103
32,compound-001_32_X11,Quinine,0.01,0.5152387022972107
32,compound-001_32_X15,Minaprine,1.0,0.8243372440338135
32,compound-001_32_X17,gabapentin-enacarbil,10.0,0.3777640163898468
32,compound-001_32_X18,AMG-900,1.0,0.8401899337768555
32,compound-001_32_X19,Olopatadine,0.0025,0.8118737936019897
32,compound-001_32_X20,EMPTY_control,,0.9199286103248596
32,compound-001_32_X21,ibuproxam,1.0,0.4308707118034363
32,compound-001_32_X22,CRISPR_control,,0.3930393159389496
32,compound-001_32_X28,cyamemazine,0.025,0.4773513972759247
32,compound-001_32_X29,INK 128,10.0,3.2933197021484375
32,compound-001_32_X30,EMPTY_control,,0.621706485748291
32,compound-001_32_X31,Ciclopirox,0.25,0.6669796705245972
32,compound-001_32_X34,Benidipine,0.01,0.9510102272033691
32,compound-001_32_X39,oxyphenonium,0.025,0.7535861134529114
32,compound-001_32_X41,pipecuronium,1.0,0.6662194132804871
32,compound-001_32_X42,Amfebutamone,10.0,0.6182754635810852
32,compound-001_32_X44,Dronedarone,0.01,0.6787517666816711
32,compound-001_32_X45,terguride,0.01,0.7388090491294861
32,compound-001_32_X46,Duloxetine,10.0,0.7472010850906372
32,compound-001_32_Y03,CRISPR_control,,0.6644294261932373
32,compound-001_32_Y06,CRISPR_control,,0.5623508095741272
32,compound-001_32_Y07,clomethiazole,10.0,0.6075450778007507
32,compound-001_32_Y09,Pioglitazone,0.1,0.747492790222168
32,compound-001_32_Y12,Pramipexole,2.5,0.7772473096847534
32,compound-001_32_Y13,ibuproxam,0.25,0.5153947472572327
32,compound-001_32_Y14,physostigmine,10.0,1.109972596168518
32,compound-001_32_Y16,CRISPR_control,,0.8203994035720825
32,compound-001_32_Y18,Tolterodine,10.0,0.8428770303726196
32,compound-001_32_Y19,enisamium-iodide,10.0,0.6788183450698853
32,compound-001_32_Y23,physostigmine,0.1,0.7672181725502014
32,compound-001_32_Y25,enisamium-iodide,0.01,0.3721276521682739
32,compound-001_32_Y27,CRISPR_control,,0.7609161734580994
32,compound-001_32_Y28,CRISPR_control,,0.6603131890296936
32,compound-001_32_Y29,CRISPR_control,,0.5605639815330505
32,compound-001_32_Y30,PD168393,2.5,0.8921772837638855
32,compound-001_32_Y33,enisamium-iodide,1.0,0.5184116959571838
32,compound-001_32_Y34,CRISPR_control,,0.6570125222206116
32,compound-001_32_Y35,terguride,2.5,0.926569402217865
32,compound-001_32_Y36,Alogliptin,0.01,0.7910950183868408
32,compound-001_32_Y38,Tolterodine,2.5,0.5842248201370239
32,compound-001_32_Y39,5-hydroxytryptophan (5-HTP),10.0,0.6205338835716248
32,compound-001_32_Y40,BMS-927711,0.0025,0.6220616698265076
32,compound-001_32_Y42,Bacampicillin,10.0,1.1750335693359375
32,compound-001_32_Y43,GDC-0994,2.5,0.9913148283958435
32,compound-001_32_Y44,Apatinib,0.25,0.4042147994041443
32,compound-001_32_Y45,CRISPR_control,,0.8127797842025757
32,compound-001_32_Z03,EMPTY_control,,0.6316543817520142
32,compound-001_32_Z04,Ciclopirox,0.025,0.790334939956665
32,compound-001_32_Z05,CRISPR_control,,0.6261360049247742
32,compound-001_32_Z09,cis-9,0.25,1.1074997186660767
32,compound-001_32_Z11,AMG-900,0.01,0.5645095109939575
32,compound-001_32_Z14,EMPTY_control,,1.4561032056808472
32,compound-001_32_Z15,cis-9,0.1,0.5184958577156067
32,compound-001_32_Z16,Pramipexole,0.0025,0.5397768020629883
32,compound-001_32_Z18,phenprobamate,0.01,0.5950714945793152
32,compound-001_32_Z21,cyamemazine,1.0,0.49030110239982605
32,compound-001_32_Z23,Olopatadine,0.25,0.6912026405334473
32,compound-001_32_Z27,MLN9708,0.25,3.396472215652466
32,compound-001_32_Z30,CRISPR_control,,0.9538702964782715
32,compound-001_32_Z33,MI-773,0.25,0.5098696947097778
32,compound-001_32_Z35,EMPTY_control,,0.7957279086112976
32,compound-001_32_Z36,EMPTY_control,,0.6989030838012695
32,compound-001_32_Z37,Daunorubicin,2.5,3.466949939727783
32,compound-001_32_Z38,moracizine,0.025,0.9084888100624084
32,compound-001_32_Z39,cabergoline,0.0025,0.6461045742034912
32,compound-001_32_Z40,cabergoline,2.5,0.37630441784858704
32,compound-001_32_Z41,PSI-7976,10.0,0.49219462275505066
32,compound-001_32_Z42,gabapentin-enacarbil,0.25,0.5669853091239929
32,compound-001_32_Z45,Amfebutamone,0.25,0.868229329586029
32,compound-001_32_Z46,Linagliptin,2.5,0.8294616937637329
32,compound-003_32_AA02,EMPTY_control,,0.4431227445602417
32,compound-003_32_AA03,homatropine-methylbromide,0.025,0.48993271589279175
32,compound-003_32_AA04,BI 2536,0.25,2.3968052864074707
32,compound-003_32_AA07,tulobuterol,0.25,0.7711201906204224
32,compound-003_32_AA08,CRISPR_control,,0.6867378354072571
32,compound-003_32_AA09,ramatroban,0.0025,0.4958343207836151
32,compound-003_32_AA10,triamcinolone-acetonide,1.0,1.093794822692871
32,compound-003_32_AA11,regadenoson,2.5,0.9509344696998596
32,compound-003_32_AA13,selamectin,0.01,0.5523467063903809
32,compound-003_32_AA14,Trazodone,2.5,0.4734210669994354
32,compound-003_32_AA18,valethamate,0.1,0.5340742468833923
32,compound-003_32_AA21,norgestrel,0.1,0.7602634429931641
32,compound-003_32_AA25,danazol,0.01,0.7828201651573181
32,compound-003_32_AA26,nitenpyram,10.0,0.7653202414512634
32,compound-003_32_AA27,Fenofibric acid,0.01,0.6429997682571411
32,compound-003_32_AA28,mianserin,0.025,0.5579848289489746
32,compound-003_32_AA30,EMPTY_control,,0.8205349445343018
32,compound-003_32_AA31,RepSox,0.0025,0.7475099563598633
32,compound-003_32_AA33,tiletamine,0.01,0.562982439994812
32,compound-003_32_AA34,regadenoson,0.01,0.39070168137550354
32,compound-003_32_AA35,EMPTY_control,,1.1469346284866333
32,compound-003_32_AA36,lomefloxacin,0.025,0.9371258020401001
32,compound-003_32_AA39,CRISPR_control,,0.6552203893661499
32,compound-003_32_AA40,LB42708,1.0,0.6905190348625183
32,compound-003_32_AA41,CRISPR_control,,0.5187940001487732
32,compound-003_32_AA42,mezlocillin,0.025,0.6860037446022034
32,compound-003_32_AA43,simvastatin,0.01,0.6434918642044067
32,compound-003_32_AB02,simvastatin,0.25,0.6883662343025208
32,compound-003_32_AB06,Clozapine,1.0,0.32110461592674255
32,compound-003_32_AB07,CRISPR_control,,0.7814452648162842
32,compound-003_32_AB09,valethamate,2.5,0.8327183127403259
32,compound-003_32_AB10,bevantolol,10.0,0.7311400175094604
32,compound-003_32_AB11,EMPTY_control,,0.6608418822288513
32,compound-003_32_AB13,Clopamide,10.0,0.7163801789283752
32,compound-003_32_AB15,LY2835219,2.5,0.6323285102844238
32,compound-003_32_AB18,EMPTY_control,,1.2645334005355835
32,compound-003_32_AB21,EMPTY_control,,1.1128367185592651
32,compound-003_32_AB23,Clopamide,0.025,0.9683718085289001
32,compound-003_32_AB24,simvastatin,0.0025,0.4174037575721741
32,compound-003_32_AB27,tiaprofenic-acid,0.025,0.8096997141838074
32,compound-003_32_AB31,Niraparib (MK-4827) tosylate,1.0,0.6238265037536621
32,compound-003_32_AB32,hydroflumethiazide,0.01,0.45158252120018005
32,compound-003_32_AB33,medroxyprogesterone-acetate,10.0,0.8331723213195801
32,compound-003_32_AB34,EMPTY_control,,1.1814277172088623
32,compound-003_32_AB38,cefminox,0.25,0.7919086813926697
32,compound-003_32_AB43,Epothilone A,0.25,2.0909087657928467
32,compound-003_32_AB44,selamectin,0.25,1.398402452468872
32,compound-003_32_AC02,EMPTY_control,,0.8897775411605835
32,compound-003_32_AC04,AZD3463,0.0025,1.3880218267440796
32,compound-003_32_AC07,BIIB021,0.25,0.8593087196350098
32,compound-003_32_AC08,tiletamine,0.1,0.4135655462741852
32,compound-003_32_AC09,CRISPR_control,,1.2280856370925903
32,compound-003_32_AC10,etonogestrel,0.25,0.850920557975769
32,compound-003_32_AC11,Clozapine,0.0025,0.6074010133743286
32,compound-003_32_AC12,Rilpivirine,0.025,0.5931125283241272
32,compound-003_32_AC14,EMPTY_control,,1.439383864402771
32,compound-003_32_AC15,ibuprofen,0.01,1.0920381546020508
32,compound-003_32_AC16,lomefloxacin,0.0025,0.734714686870575
32,compound-003_32_AC18,CRISPR_control,,0.44014036655426025
32,compound-003_32_AC20,danazol,0.25,0.7620232105255127
32,compound-003_32_AC21,fenoldopam,0.0025,0.9106524586677551
32,compound-003_32_AC22,EMPTY_control,,1.1406795978546143
32,compound-003_32_AC23,fenoldopam,0.25,0.6002264022827148
32,compound-003_32_AC26,PQ 401,0.1,0.5912466645240784
32,compound-003_32_AC27,Clopamide,0.01,1.0537396669387817
32,compound-003_32_AC28,danazol,1.0,0.9980781078338623
32,compound-003_32_AC30,Clozapine,0.025,0.8538039922714233
32,compound-003_32_AC34,CRISPR_control,,0.8807465434074402
32,compound-003_32_AC36,mirtazapine,2.5,0.8261745572090149
32,compound-003_32_AC37,MLN 2480,0.0025,1.0813292264938354
32,compound-003_32_AC38,EMPTY_control,,0.8122491240501404
32,compound-003_32_AC39,valethamate,0.25,0.6170870065689087
32,compound-003_32_AC40,PD168393,0.25,0.4334202706813812
32,compound-003_32_AC41,MLN 2480,10.0,0.3776811957359314
32,compound-003_32_AC42,Rosuvastatin,0.25,1.0491013526916504
32,compound-003_32_AC43,CRISPR_control,,0.8576233983039856
32,compound-003_32_AC45,CRISPR_control,,0.6698086857795715
32,compound-003_32_AC47,norgestrel,2.5,0.7597718834877014
32,compound-003_32_AD02,propranolol,0.1,0.45204710960388184
32,compound-003_32_AD03,CRISPR_control,,0.8110568523406982
32,compound-003_32_AD07,Desipramine,0.0025,1.5440819263458252
32,compound-003_32_AD09,CRISPR_control,,0.5785320997238159
32,compound-003_32_AD11,medroxyprogesterone-acetate,0.0025,0.984407365322113
32,compound-003_32_AD14,Clozapine,0.1,1.1574543714523315
32,compound-003_32_AD15,doxycycline,0.025,0.5988599061965942
32,compound-003_32_AD16,EMPTY_control,,0.8282880187034607
32,compound-003_32_AD19,hydroflumethiazide,0.25,0.6427626013755798
32,compound-003_32_AD22,Nelarabine,0.025,0.8415516018867493
32,compound-003_32_AD23,Fenofibric acid,0.025,0.5302731990814209
32,compound-003_32_AD27,homatropine-methylbromide,0.25,0.5185506343841553
32,compound-003_32_AD29,etonogestrel,1.0,0.7211872339248657
32,compound-003_32_AD30,EMPTY_control,,0.776479184627533
32,compound-003_32_AD31,CRISPR_control,,1.2180529832839966
32,compound-003_32_AD32,CRISPR_control,,0.9936673641204834
32,compound-003_32_AD33,Desipramine,0.025,0.5336966514587402
32,compound-003_32_AD35,verapamil,2.5,0.7206550240516663
32,compound-003_32_AD36,Triprolidine,0.0025,1.3826779127120972
32,compound-003_32_AD38,CRISPR_control,,1.1425837278366089
32,compound-003_32_AD41,CRISPR_control,,0.645774245262146
32,compound-003_32_AD44,CRISPR_control,,0.4753929376602173
32,compound-003_32_AD45,CRISPR_control,,0.7232128381729126
32,compound-003_32_AD46,Desipramine,10.0,0.8246605396270752
32,compound-003_32_AD47,doxycycline,0.1,0.5455005168914795
32,compound-003_32_AE02,fenoldopam,2.5,0.6980386972427368
32,compound-003_32_AE03,CRISPR_control,,0.5796107649803162
32,compound-003_32_AE05,Desipramine,0.01,0.6721662878990173
32,compound-003_32_AE06,KPT-185,2.5,0.9217497706413269
32,compound-003_32_AE08,Fludarabine phosphate,0.0025,0.7650914788246155
32,compound-003_32_AE10,KPT-185,0.25,0.8828312754631042
32,compound-003_32_AE12,CRISPR_control,,0.8924301862716675
32,compound-003_32_AE16,simvastatin,10.0,0.5459724068641663
32,compound-003_32_AE17,PQ 401,2.5,0.582922101020813
32,compound-003_32_AE20,hydroflumethiazide,0.1,0.7630775570869446
32,compound-003_32_AE21,CRISPR_control,,0.7598655223846436
32,compound-003_32_AE23,Aklomide,2.5,0.4370619058609009
32,compound-003_32_AE27,hydroxyprogesterone,0.025,0.4083568751811981
32,compound-003_32_AE28,lomefloxacin,0.01,0.6796308755874634
32,compound-003_32_AE31,ibuprofen,0.25,0.5252783894538879
32,compound-003_32_AE33,RepSox,0.25,0.6731542944908142
32,compound-003_32_AE34,nitenpyram,0.1,0.8082942366600037
32,compound-003_32_AE36,EMPTY_control,,0.531071126461029
32,compound-003_32_AE38,EMPTY_control,,0.85100257396698
32,compound-003_32_AE39,tiaprofenic-acid,0.01,0.8995623588562012
32,compound-003_32_AE40,PQ 401,0.01,0.9794330596923828
32,compound-003_32_AE41,hesperidin,0.01,0.9474976062774658
32,compound-003_32_AE42,Fenofibric acid,10.0,0.44929736852645874
32,compound-003_32_AE43,Rilpivirine,2.5,0.9151042699813843
32,compound-003_32_AE45,doxycycline,1.0,0.8042553067207336
32,compound-003_32_B03,CRISPR_control,,0.5167306065559387
32,compound-003_32_B04,etonogestrel,0.025,1.0569313764572144
32,compound-003_32_B05,CRISPR_control,,0.39743730425834656
32,compound-003_32_B06,doxycycline,0.25,0.5176446437835693
32,compound-003_32_B07,Aklomide,1.0,0.6651545166969299
32,compound-003_32_B08,EMPTY_control,,0.6343595385551453
32,compound-003_32_B09,CRISPR_control,,0.44211825728416443
32,compound-003_32_B11,GDC-0994,2.5,0.5091062784194946
32,compound-003_32_B13,danazol,0.025,0.47457724809646606
32,compound-003_32_B18,triamcinolone-acetonide,0.01,0.43392160534858704
32,compound-003_32_B19,Reversine,0.0025,0.5461512207984924
32,compound-003_32_B20,pancuronium,0.25,0.5163673758506775
32,compound-003_32_B21,esomeprazole,0.1,0.5296187400817871
32,compound-003_32_B22,tiaprofenic-acid,0.1,0.7066465616226196
32,compound-003_32_B23,Peficitinb,0.25,0.5897256731987
32,compound-003_32_B25,sofalcone,0.1,0.4104984402656555
32,compound-003_32_B26,Nafronyl,0.01,0.447261780500412
32,compound-003_32_B27,AZD3463,0.01,0.6621107459068298
32,compound-003_32_B28,Thiazovivin,2.5,0.8548737168312073
32,compound-003_32_B32,Clopamide,0.25,0.7630832195281982
32,compound-003_32_B33,CRISPR_control,,0.697513997554779
32,compound-003_32_B34,CRISPR_control,,1.0997477769851685
32,compound-003_32_B37,EMPTY_control,,0.5310420393943787
32,compound-003_32_B39,verapamil,0.25,0.4891754388809204
32,compound-003_32_B40,EMPTY_control,,0.6899468898773193
32,compound-003_32_B42,Niraparib (MK-4827) tosylate,0.0025,0.6083022356033325
32,compound-003_32_B44,esomeprazole,0.01,0.5286797285079956
32,compound-003_32_B45,synephrine,0.25,0.4714784622192383
32,compound-003_32_B46,mirtazapine,0.025,0.5869356989860535
32,compound-003_32_C02,Fenofibric acid,2.5,0.5660644173622131
32,compound-003_32_C03,cefetamet-pivoxil,0.0025,0.6939556002616882
32,compound-003_32_C05,AZD3463,0.1,0.7238343954086304
32,compound-003_32_C06,CRISPR_control,,0.6510947942733765
32,compound-003_32_C09,EMPTY_control,,0.8099164962768555
32,compound-003_32_C11,Ciprofloxacin,0.1,0.644996702671051
32,compound-003_32_C13,Fludarabine phosphate,2.5,0.41249290108680725
32,compound-003_32_C14,mianserin,0.1,0.6363255381584167
32,compound-003_32_C17,elbasvir,0.1,0.5030434131622314
32,compound-003_32_C18,chlormadinone-acetate,0.0025,0.9377726912498474
32,compound-003_32_C19,CRISPR_control,,0.39973321557044983
32,compound-003_32_C20,CRISPR_control,,0.7674582004547119
32,compound-003_32_C21,lomefloxacin,0.1,0.5574877858161926
32,compound-003_32_C22,Tofogliflozin(CSG 452),0.1,0.4984144866466522
32,compound-003_32_C23,AZD3463,0.25,0.4726610481739044
32,compound-003_32_C24,CRISPR_control,,0.7598230242729187
32,compound-003_32_C25,elbasvir,1.0,0.8084713220596313
32,compound-003_32_C26,CRISPR_control,,1.0019558668136597
32,compound-003_32_C28,propranolol,2.5,0.4726579487323761
32,compound-003_32_C29,fenoldopam,0.1,0.6698879599571228
32,compound-003_32_C32,CRISPR_control,,0.4606965184211731
32,compound-003_32_C33,EMPTY_control,,1.2862908840179443
32,compound-003_32_C36,CRISPR_control,,0.9493289589881897
32,compound-003_32_C39,CRISPR_control,,0.7106791138648987
32,compound-003_32_C41,Fenofibric acid,1.0,0.6044342517852783
32,compound-003_32_C42,sofalcone,0.0025,0.6553741097450256
32,compound-003_32_C43,tiletamine,10.0,0.3967146575450897
32,compound-003_32_C44,bevantolol,0.01,0.489597886800766
32,compound-003_32_C46,Dasatinib,1.0,1.319703221321106
32,compound-003_32_C47,DEET,10.0,0.5055691003799438
32,compound-003_32_D02,hydroflumethiazide,10.0,0.5138531923294067
32,compound-003_32_D03,verapamil,0.1,0.45700156688690186
32,compound-003_32_D04,synephrine,0.025,0.7088967561721802
32,compound-003_32_D05,triamcinolone-acetonide,2.5,0.7291487455368042
32,compound-003_32_D07,Clopamide,2.5,0.5419821739196777
32,compound-003_32_D12,Ciprofloxacin,0.01,0.6075014472007751
32,compound-003_32_D13,digoxin,10.0,5.28540563583374
32,compound-003_32_D14,Trazodone,0.25,0.5069442391395569
32,compound-003_32_D15,lovastatin,0.25,0.6892706155776978
32,compound-003_32_D16,mirtazapine,0.25,0.6116603016853333
32,compound-003_32_D17,synephrine,0.01,0.6560753583908081
32,compound-003_32_D19,MI-773,2.5,1.507385015487671
32,compound-003_32_D20,homatropine-methylbromide,0.0025,1.349184274673462
32,compound-003_32_D22,dicloxacillin,0.025,0.4900951385498047
32,compound-003_32_D23,RepSox,1.0,0.6947166919708252
32,compound-003_32_D25,tianeptine,0.01,0.41091641783714294
32,compound-003_32_D26,Nafronyl,2.5,0.5725868940353394
32,compound-003_32_D27,ibuprofen,2.5,0.4173130691051483
32,compound-003_32_D28,Rufinamide,2.5,0.4232596457004547
32,compound-003_32_D29,DEET,0.025,0.8976132869720459
32,compound-003_32_D30,chlormadinone-acetate,1.0,0.575447678565979
32,compound-003_32_D31,triamcinolone-acetonide,0.25,0.6094937920570374
32,compound-003_32_D32,CRISPR_control,,0.5897881388664246
32,compound-003_32_D41,CRISPR_control,,0.6690283417701721
32,compound-003_32_D42,cefetamet-pivoxil,0.1,1.2447563409805298
32,compound-003_32_D43,Fenofibric acid,0.25,0.5768787860870361
32,compound-003_32_D44,tianeptine,0.1,0.5961147546768188
32,compound-003_32_D45,cefminox,1.0,0.4174770712852478
32,compound-003_32_D47,CEP-18770,0.25,3.8186726570129395
32,compound-003_32_E02,CRISPR_control,,0.8754206299781799
32,compound-003_32_E04,synephrine,0.0025,0.6307258009910583
32,compound-003_32_E07,DEET,2.5,0.7496117353439331
32,compound-003_32_E10,propranolol,10.0,0.5120029449462891
32,compound-003_32_E11,CRISPR_control,,0.8249471783638
32,compound-003_32_E12,nitenpyram,0.01,1.1589680910110474
32,compound-003_32_E14,Fludarabine phosphate,0.1,0.5050587058067322
32,compound-003_32_E15,CRISPR_control,,0.7602267265319824
32,compound-003_32_E16,CRISPR_control,,0.6458819508552551
32,compound-003_32_E18,hydroxyprogesterone,0.0025,1.30333411693573
32,compound-003_32_E19,EMPTY_control,,0.831864595413208
32,compound-003_32_E20,CRISPR_control,,0.6753602027893066
32,compound-003_32_E21,CRISPR_control,,0.6688860058784485
32,compound-003_32_E24,Desipramine,1.0,0.7633163332939148
32,compound-003_32_E27,Desipramine,0.25,0.855401873588562
